concepto,descripcion,source,num_tokens
etl en big data,"Extracto, transformación, carga (etl) es un proceso de computación trifásico donde los datos se extraen de una fuente de entrada, se transforman (incluida la limpieza) y se carga en un contenedor de datos de salida.",Wiki_SerpAPI,43
orquestación de datos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
aws big data,"Amazon web services, inc.",Wiki_SerpAPI,6
google bigquery,"Bigquery es un producto de almacén de datos administrado y sin servidor de google, que ofrece un análisis escalable sobre grandes cantidades de datos.",Wiki_SerpAPI,26
azure data lake,"Un lago de datos es un sistema o depósito de datos almacenados en su formato natural/sin procesar, generalmente blobs o archivos de objetos.",Wiki_SerpAPI,27
infraestructura distribuida,"La computación frontera (eninglés edge computing), computación en la frontera o proceso perimetral es un paradigma de computación distribuida que acerca computación y almacenamiento de datos a la ubicación en la que se necesita para mejorar los tiempos de respuesta y ahorrar ancho de banda.",Wiki_SerpAPI,49
spark sql,Apache spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,Wiki_SerpAPI,20
dataframes en spark,Apache spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,Wiki_SerpAPI,20
rdds,Apache spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,Wiki_SerpAPI,20
clúster de procesamiento,"La unidad de procesamiento tensor (tpu) es un circuito integrado específico de aplicación de acelerador de ia (asic) desarrollado por google para el aprendizaje automático de redes neuronales, utilizando el software tensorflow propio de google.",Wiki_SerpAPI,41
análisis exploratorio en big data,"En estadísticas, el análisis de datos exploratorios (eda) es un enfoque de analizar conjuntos de datos para resumir sus características principales, a menudo utilizando gráficos estadísticos y otros métodos de visualización de datos.",Wiki_SerpAPI,38
agrupamiento aglomerado,"En la minería de datos y las estadísticas, la agrupación jerárquica (también llamada análisis de clúster jerárquico o hca) es un método de análisis de clúster que busca construir una jerarquía de grupos.",Wiki_SerpAPI,37
area bajo la curva de pr,"Una curva característica de operación del receptor, o curva roc, es una gráfica gráfica que ilustra el rendimiento de un modelo de clasificador binario (también se puede usar para la clasificación de clase múltiple) con valores de umbral variables.",Wiki_SerpAPI,44
area bajo la curva roc,"Una curva característica de operación del receptor, o curva roc, es una gráfica gráfica que ilustra el rendimiento de un modelo de clasificador binario (también se puede usar para la clasificación de clase múltiple) con valores de umbral variables.",Wiki_SerpAPI,44
sesgo de cobertura,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
agrupamiento en clusteres divisivo,"En minería de datos, el agrupamiento jerárquico es un método de análisis de grupos puntuales, el cual busca construir una jerarquía de grupos.",Wiki_SerpAPI,26
sesgo del investigador,"El sesgo es un peso desproporcionado a favor o en contra de una cosa, persona o grupo en comparación con otra, generalmente de una manera que se considera injusta.",Wiki_SerpAPI,32
sesgo de no respuesta,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
recall,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",Wiki_SerpAPI,43
reduccion espacial,"El algoritmo you only look once (yolo), es un sistema de código abierto para detección de objetos en tiempo real, el cual hace uso de una única red neuronal convolucional para detectar objetos enimágenes.",Wiki_SerpAPI,39
rango de tensor,"En matemáticas, un tensor es un objeto algebraico que describe una relación multilineal entre conjuntos de objetos algebraicos relacionados con un espacio vectorial.",Wiki_SerpAPI,25
tasa de falsos positivos,Dado un estimador para una variable estadística discreta binaria se definen dos valores asociados importantes: sensibilidad y especificidad.,Wiki_SerpAPI,20
valores atipicos,"En el análisis de datos, la detección de anomalías (también denominada detección atípica y, a veces, como detección de novedad) generalmente se entiende como la identificación de elementos, eventos u observaciones raros que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,61
valores representativos,"En el campo de la inteligencia artificial, la investigación sobre la alineación o el alineamiento (eninglés, ai alignment) se ocupa de buscar formas de dirigir el desarrollo de los sistemas de inteligencia artificial en conformidad con los objetivos e intereses de sus diseñadores.",Wiki_SerpAPI,48
despliegue de modelos de ai,"En el campo de la inteligencia artificial, la investigación sobre la alineación o el alineamiento (eninglés, ai alignment) se ocupa de buscar formas de dirigir el desarrollo de los sistemas de inteligencia artificial en conformidad con los objetivos e intereses de sus diseñadores.",Wiki_SerpAPI,48
ciclo de vida de un modelo,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
validación de modelos,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",Wiki_SerpAPI,28
pruebas de modelos,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",Wiki_SerpAPI,28
pipeline de machine learning,"En la computación, una tubería, también conocida como tuberías de datos, es un conjunto de elementos de procesamiento de datos conectados en serie, donde la salida de un elemento es la entrada del siguiente.",Wiki_SerpAPI,39
mlops,Mlops o ml ops es un paradigma que tiene como objetivo desplegar y mantener modelos de aprendizaje automático en la producción de manera confiable y eficiente.,Wiki_SerpAPI,27
modelos en producción,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
contenedores para modelos,Estos conjuntos de datos se utilizan en la investigación de aprendizaje automático (ml) y se han citado en revistas académicas revisadas por pares.,Wiki_SerpAPI,26
docker para ai,"Las siguientes tablas comparan marcos de software notables, bibliotecas y programas de computadora para aplicaciones de aprendizaje profundo.",Wiki_SerpAPI,20
kubernetes para ai,Kubeflow es una plataforma de código abierto para el aprendizaje automático y las mlop en kubernetes introducidas por google.,Wiki_SerpAPI,20
microservicios para modelos,"Las tareas de visión por computadora incluyen métodos para adquirir, procesar, analizar y comprender imágenes digitales, y la extracción de datos de alta dimensión del mundo real para producir información numérica o simbólica, p.",Wiki_SerpAPI,38
servidores de inferencia,"El aprendizaje del árbol de decisión es un enfoque de aprendizaje supervisado utilizado en estadísticas, minería de datos y aprendizaje automático.",Wiki_SerpAPI,23
rest apis para modelos,Estos conjuntos de datos se utilizan en la investigación de aprendizaje automático (ml) y se han citado en revistas académicas revisadas por pares.,Wiki_SerpAPI,26
grpc para modelos,"El consorcio para la estandarización en la automatización de laboratorio (sila) es una organización de membresía sin fines de lucro formada por proveedores de software, integradores de sistemas y compañías farmacéuticas/biotecnológicas.",Wiki_SerpAPI,37
monitorización de modelos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
retraining de modelos,"Un modelo de base, también conocido como modelo x grande (lxm), es un modelo de aprendizaje automático o de aprendizaje profundo que está capacitado en vastas conjuntos de datos, por lo que puede aplicarse en una amplia gama de casos de uso.",Wiki_SerpAPI,48
automatización de despliegue,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
pruebas de rendimiento,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",Wiki_SerpAPI,26
latencia de inferencia,"Un procesador de aprendizaje profundo (dlp), o deep learning accelerator, es un circuito electrónico diseñado para algoritmos de aprendizaje profundo, generalmente con una memoria principal (mp) separada y una arquitectura de conjunto de instrucciones dedicada.",Wiki_SerpAPI,43
