concepto,descripcion,source,num_tokens
recall,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",Wiki_SerpAPI,43
rango de tensor,"En matemáticas, un tensor es un objeto algebraico que describe una relación multilineal entre conjuntos de objetos algebraicos relacionados con un espacio vectorial.",Wiki_SerpAPI,25
tasa de falsos positivos,Dado un estimador para una variable estadística discreta binaria se definen dos valores asociados importantes: sensibilidad y especificidad.,Wiki_SerpAPI,20
valores atipicos,"En el análisis de datos, la detección de anomalías (también denominada detección atípica y, a veces, como detección de novedad) generalmente se entiende como la identificación de elementos, eventos u observaciones raros que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,61
despliegue de modelos de ai,"En el campo de la inteligencia artificial, la investigación sobre la alineación o el alineamiento (eninglés, ai alignment) se ocupa de buscar formas de dirigir el desarrollo de los sistemas de inteligencia artificial en conformidad con los objetivos e intereses de sus diseñadores.",Wiki_SerpAPI,48
ciclo de vida de un modelo,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
validación de modelos,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",Wiki_SerpAPI,28
pruebas de modelos,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",Wiki_SerpAPI,28
mlops,Mlops o ml ops es un paradigma que tiene como objetivo desplegar y mantener modelos de aprendizaje automático en la producción de manera confiable y eficiente.,Wiki_SerpAPI,27
modelos en producción,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
contenedores para modelos,Estos conjuntos de datos se utilizan en la investigación de aprendizaje automático (ml) y se han citado en revistas académicas revisadas por pares.,Wiki_SerpAPI,26
docker para ai,"Las siguientes tablas comparan marcos de software notables, bibliotecas y programas de computadora para aplicaciones de aprendizaje profundo.",Wiki_SerpAPI,20
servidores de inferencia,"El aprendizaje del árbol de decisión es un enfoque de aprendizaje supervisado utilizado en estadísticas, minería de datos y aprendizaje automático.",Wiki_SerpAPI,23
grpc para modelos,"El consorcio para la estandarización en la automatización de laboratorio (sila) es una organización de membresía sin fines de lucro formada por proveedores de software, integradores de sistemas y compañías farmacéuticas/biotecnológicas.",Wiki_SerpAPI,37
monitorización de modelos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
retraining de modelos,"Un modelo de base, también conocido como modelo x grande (lxm), es un modelo de aprendizaje automático o de aprendizaje profundo que está capacitado en vastas conjuntos de datos, por lo que puede aplicarse en una amplia gama de casos de uso.",Wiki_SerpAPI,48
automatización de despliegue,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
pruebas de rendimiento,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",Wiki_SerpAPI,26
escalabilidad de modelos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
gestión de modelos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
mlflow,Mlops o ml ops es un paradigma que tiene como objetivo desplegar y mantener modelos de aprendizaje automático en la producción de manera confiable y eficiente.,Wiki_SerpAPI,27
optimización de modelos,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
compresión de modelos,"En el aprendizaje automático, la destilación de conocimiento o la destilación del modelo es el proceso de transferencia de conocimiento de un modelo grande a uno más pequeño.",Wiki_SerpAPI,30
despliegue en dispositivos locales,"Oracle cloud es un servicio de computación en nube ofrecido por oracle corporation que proporciona servidores, almacenamiento, redes, aplicaciones y servicios através de una red global de centros de datos administrados por oracle corporation.",Wiki_SerpAPI,38
edge ai,Edge computing es un modelo de computación distribuido que acerca el cálculo y el almacenamiento de datos a las fuentes de datos.,Wiki_SerpAPI,23
ensamblaje de modelos,"En estadísticas y aprendizaje automático, los métodos de conjunto utilizan múltiples algoritmos de aprendizaje para obtener un mejor rendimiento predictivo de lo que podría obtenerse de cualquiera de los algoritmos de aprendizaje constituyentes solo.",Wiki_SerpAPI,36
explainability de modelos,"La ia explicable (xai), a menudo superpuesta con ia interpretable, o aprendizaje automático explicable (xml), es un campo de investigación dentro de la inteligencia artificial (ia) que explora los métodos que proporcionan a los humanos la capacidad de supervisiónintelectual sobre los algoritmos de ia.",Wiki_SerpAPI,54
seguridad en modelos ai,"La seguridad de la ia es un campo interdisciplinario centrado en prevenir accidentes, mal uso u otras consecuencias dañinas que surgen de los sistemas de inteligencia artificial (ia).",Wiki_SerpAPI,32
pruebas de sesgo en modelos,"En estadística y aprendizaje automático, el dilema entre sesgo y varianza describe la relación entre la complejidad de un modelo, la exactitud de sus predicciones y su capacidad para realizar predicciones sobre datos no observados previamente que no se utilizaron para entrenar el modelo.",Wiki_SerpAPI,47
integración continua y despliegue continuo,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
rango,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los parámetros de un modelo de red neuronal previamente capacitado están capacitados en nuevos datos.",Wiki_SerpAPI,34
detección de valores atípicos,"En el análisis de datos, la detección de anomalías (también denominada detección atípica y, a veces, como detección de novedad) generalmente se entiende como la identificación de elementos, eventos u observaciones raros que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,61
filtrado de datos,El filtrado colaborativo (fc) es una técnica utilizada por algunos sistemas recomendadores.,Wiki_SerpAPI,15
agrupación de datos,"El método de agrupamiento para el manejo de datos (eninglés: group method of data handling, gmdh) es una familia de algoritmos inductivos para la modelación matemática computacional de conjunto de datos multi-paramétricos que caracteriza completamente la optimización estructural y paramétrica automática de modelos.",Wiki_SerpAPI,48
segmentación de datos,La segmentación es uno de los problemas generales del campo de la visión artificial y consiste en dividir una imagen digital en varias regiones (grupos de píxeles) denominadas segmentos.,Wiki_SerpAPI,32
relación variable-objetivo,"En aprendizaje de máquina y estadística, selección de característica, también conocida como selección de variable, selección de atributo o selección de subconjunto variable, es el proceso de seleccionar un subconjunto de características pertinentes (variables, predictores) para su uso en construcción de modelos.",Wiki_SerpAPI,50
identificación de patrones,El reconocimiento de patrones es la tarea de asignar una clase a una observación basada en patrones extraídos de los datos.,Wiki_SerpAPI,22
comprobación de supuestos estadísticos,"En un estudio de investigación, el error de tipo i, también denominado error de tipo alfa (α) o falso positivo, es el error que se comete cuando el investigador rechaza la hipótesis nula (h0 h_{0}}: el supuesto inicial) siendo esta verdadera en la población.",Wiki_SerpAPI,55
reportes de datos,Estos conjuntos de datos se utilizan en la investigación de aprendizaje automático (ml) y se han citado en revistas académicas revisadas por pares.,Wiki_SerpAPI,26
distribución t-student,"1 2+x γ (ν+1 2) × 2f1 (1 2, ν+1 2; 3 2; -x2 ν) πν γ (ν 2), {begin {matriz} {frac {1} {2}}}+x gamma izquierda ({frac {nu +1} {2}}} rectamente [0.",Wiki_SerpAPI,59
