concepto,descripcion,concept,source,num_tokens
servicios en la nube,Lo que se puede encontr ar en los servicios basados en la nube vienen en diversas formas. los proveedores externos son los encargados de brindar servicio en la nube publica mientras que nubes privadas se implementan dentro del firewall de una empresa.,cloud services,book3,44
software como servicio,"De los tres niveles es el más conocido del cloud computing, brindando apoyo a través del software, mejorando y cubriendo los procesos de las empresas. es una de las aplicaciones que se consumen de internet y el acceso se da muchas",software as a service,book3,44
plataforma como servicio,"En esta plataforma el software para crear o ejecutar las aplicaciones no es proporcionado por el proveedor, únicamente le brinda la plataforma básica, es decir, le proporciona al cliente un entorno de desarrollo y herramientas para nuevas aplicaciones. las empresas pueden crear y desarr ollar sus propios servicios en una plataforma existente, he aquí paas se diferencia de saas.",platform as a service,book3,65
infraestructura como servicio,"A diferencia de los otros servicios, en este el proveedor proporciona el almacenamiento y la potencia de cálculo sin ser procesado, no integra el sistema operativo, así como tampoco el software de aplicación, quien se encarga de esto es el cliente, es decir, cargan una imagen que contiene la aplicación y el sistema operativo. en otros términos, este servicio ofrece infraestructura, lo cual significa almacenamiento, potencia de procesamiento y máquinas virtuales, todo esto el proveedor de la nube satisface las necesidades del cliente virtualizando los recursos de acuerdo con los acuerdos de nivel de servicio.",infrastructure as a service,book3,107
herramientas basadas en el procesamiento por lotes,"La mayoría de las herramientas de procesamiento por lotes se basan en la infraestructura apache hadoop, como mahout y drya [2].",tools based on lots processing,book3,25
herramientas basadas en el procesamiento de flujo,"Apache storm y s4 son buenos ejemplos de plataformas de análisis de datos grandes de streaming. el análisis interactivo procesa los datos en un entorno interactivo, permitiendo a los usuarios llevar a cabo su propio análisis de la información.",tools based on flow processing,book3,42
herramientas de análisis interactivas,Dremel y apache taladro de google son las plataformas de grandes volúmenes de datos en base a un análisis interactivo [2].,interactive analysis tools,book3,24
plataformas y software para tratamiento de big data,"Se presentan tecnologías de software libre permitiendo así la generación de soluciones de big data tomando en cuenta aquellas necesidades que se presentan en un dominio de datos u organización, existen de igual forma tecnologías propietarias que soportan big data [14].   en nuestro entorno actual ya existen diferentes herramientas, la existencia de software que tiene como tarea el uso de la tecnología big data, la cual llamamos software de tratamiento, encargados de los grandes almacenes de datos, es entonces cuando se puede decir que mapreduce es la base de la programación de los diferentes herramientas y software.",platforms and software for big data treatment,book3,107
hadoop,"La herramienta hadoop es un entorno de desarrollo que permite almacenar, procesar y analizar grandes cantidades de datos, también definida como una librería de apache denominado framewor k. fue creada con el propósito de responder a las necesidades de implementación de big data.",hadoop,book3,46
hadoop tolerancia a fallos,"La tolerancia a fallos sucede c uando uno de los nodos falla , este no afecta al sistema y continúa funcionando. el trabajo que realiza es la detección de fallo y a s u vez tiene la capacidad de adaptarse a este teniendo como objetivo continuar con el servicio mientras se soluciona el problema del fallo reasignando el nodo maestro a otro, es decir se redistribuyen los trabajos.",hadoop failure tolerance,book3,71
hadoop distribuido,"Es el funcionamiento coordinado en un clúster mientras se ejecuta, es decir, puede trabajar los datos con gran rapidez, procesando de manera inmediata las enormes cantidades de tipos de datos [16]. es un clúster de ordenad ores que se encuentran conectados entre ellos de forma coordinada, permitiendo que el usuario no se preocupe por decidir en qué ordenador se ejecutar án, debido a que el clúster se encarga de las tareas de manera planificada y controlada por software [15].",distributed hadoop,book3,90
hadoop código abierto,"Hadoop open source tiene la ventaja que se encuentra disponible como código abierto permitiendo así crear modificaciones, utiliza modelos sencillos de programación. también es conocido como open source siendo un software de libre distribución, esta característica ha tenido ma yor índice de crecimiento y esto ha logrado no solo que este código llegue a muchos usuarios si no también que la calidad sea mucho mejor que otros que no son de código abierto.",open source hadoop,book3,77
hadoop bajo costo,"Con la ventaja de que el código abierto es gratuito y el empleo en el hardware se da para el almacenamiento de las grandes cantidades de datos. al ser un software de código abierto que habilita el procesamiento distribuido y el almacenamiento de grandes conjuntos de datos, hadoop tiene la capacidad de aumentar la escala de un solo servidor a miles de servidores, siento esta una manera de adaptación a los cambios en base a la demanda [13].",hadoop low cost,book3,84
hadoop distributed file system,"Hadoop distributed file system conocido también por sus siglas hdfs el cual tiene la tarea de funcionar como un sistema de archivos que se encarga de recopilar toda la información posible, definiéndolo como un sistema de archivos distribuido, capaz de ser escalable y portátil, escrito en java para el framework hadoop. este framework permite distribuir los archivos a diversas máquinas y es por eso que podemos decir que hdfs se aplica cuando la cantidad de datos es demasiada para una sola máquina [7].",hadoop distributed file system,book3,90
componentes que caracteriza a hdfs,"Hdfs se caracteriza por ser el más complejo que otros sistemas de archivos, debido a las complejidades e incertidumbres de las redes, se conforma por un clúster y se divide en dos tipos de nodos:",components that characterize hdfs,book3,38
nodo maestro,Se replican en múltiplos para facilitar el procesamiento en paralelo de grandes cantidades de datos.,master node,book3,16
nodo de datos,"Este actúa como nodo esclavo y almacena los archivos en bloques, el tamaño de bloque por defecto de los cuales es de 64 mb [7].  hdfs se encuentra sostenido por tres componentes en su estructura que a continuación se describirá en la siguiente imagen:",data node,book3,50
mapa reducido,"Mapa reducido es hoy en día el principal modelo de programación y aplicación asociada para el procesamiento y la generación de grandes conjuntos de datos [4]. el paradigma mapreduce es un modelo de programación que permite el procesamiento de grandes volúmenes de datos en forma paralela, facilitando el manejo tolerable de errores en la manipulación de datos masivos lo que a su vez también permite de la forma más sencilla que diferentes procesos trabajen simultáneamente e interactúen entre sí y tiene la capacidad de dividir una petición por parte de un cliente en otros muchas partes y encargar el trabajo a múltiples nodos que funcionan en paralelo.",reduced map,book3,112
