concepto,descripcion,concept,source
procesamiento analítico en línea,"Es una de las soluciones en inteligencia de negocios, permite extraer de manera fácil y selectiva los datos. es una estructura multidimensional de base de datos encargada de organizar y relacionar los datos entre sí, se pueden visualizar en forma de cubos, estos cubos dentro de cubos de datos y cada una de los lados o caras del cubo es considerado una dimensión de los datos.",online analytical processing,book3
modelo de inteligencia de negocios,"Está conformado por 4 fases en las cuales se considera un conjunto de herramientas, aplicaciones, infraestructura y mejor manejo de las practicas que permiten el análisis y acceso de los datos adquiridos y así optimizar el desempeño de las organizaciones.",business intelligence model,book3
fuentes de información,"Son aquellas en las que se encuentran contenidas las bases de datos, sistemas de transaccionales asociadas a los sistemas de información sql o nosql para almacenar la información el data warehouse.",information sources,book3
procesamiento de datos,"La adquisición de los datos está a cargo de las herramientas tecnológicas centradas al proceso de extracción, transformación y carga de los datos denominado por sus siglas etl.",data processing,book3
almacenamiento,"Después del procesamiento de datos estos deben almacenarse y archivarse, para las grandes c antidades de datos existen bodegas de datos (data waterhouse, data mart) que se encargan de la extracción, transformación y almacenamiento, siento esta la parte central de la arquitectura del modelo de la inteligencia de negocios (bi). el sentido de ellos es almacenar los datos de manera que sea mayor su administración, acceso y flexibilidad [16].",storage,book3
agregación y aplicación de herramientas tecnológicas,Aquí se analiza los volúmenes de datos mediante el uso de datos multidimensionales (olap) [16][24].,aggregation and application of technological tools,book3
registro de datos / minería de datos,"La minería de datos se puede definir como el proceso en el cual se extrae el conocimiento partiendo de volúmenes de datos, es por ello que se le puede denominar como el proceso de descubrimiento del conocimiento. la minería de datos surge por la necesidad de conocer la información útil a partir de las bases de datos o data warehouse, con el crecimiento de los datos disponibles, la inteligencia de negocios usar opto la minería de datos para aplicar soluciones empresariales y comerciales, y así descubrir la i nformación relevante [14].",data record / data mining,book3
análisis de estadístico,"El análisis del big datos se puede definir como el uso de técnicas analíticas avanzadas en grandes volúmenes de datos [4].  la clave para extraer valor de grandes volúmenes de datos es el uso de analytics, que realizan la recolección y el almac enamiento a sí mismos agregando poco valor.",statistical analysis,book3
visualización,"El objetivo principal de la visualización de datos es representar el conocimiento de forma más intuitiva y eficaz mediante el uso de diferentes gráficos, es decir, se refieren principalmente a la visualización de forma múltiple, de múltiples fuentes y datos en tiempo real [4].  una de las técnicas para la visuali zación de los datos más común es big data en la nube.",display,book3
aprendizaje automático,"Aprendizaje automático es descubrir el conocimiento y tomar decisiones inteligentes. se utiliza para muchas aplicaciones de palabra re al, tales como motores de recomendación, sistemas de reconocimiento, la informática y la minería de datos y sistemas de control autónomo [6].",automatic learning,book3
de analítica big data,"Son utilizadas para big data y se pueden mostrar tres tipos de análisis en las diferentes aplicaciones en las tecnologías y las arquitecturas que se implementan tienen ciertas diferencias.  podemos decir que la gran mayoría de los datos en bruto no dan a ofrecer demasiado valor, sin embargo al ser procesado mediante las herramie ntas y técnicas adecuadas se pueden extraer valiosas ideas y es por ello que gracias a la analítica avanzada, se puede tomar decisiones de forma más adecuada al utilizar los datos de manera concreta, permitiendo así automatizar cada proceso",big data analytics,book3
analítica descriptiva,"Se puede describir como el tipo de analítica más simple. este proceso de análisis permite concentrar el big data en datos más pequeños, permitiendo así que las informaciones sean piezas más manejables.",descriptive analytics,book3
analítica predictiva,"Es el encargado de predecir acerca del futuro o de sucesos por acontecer, por encargarse de agrupar y analizar los datos actuales e históricos, a través de la minería de datos se puede obtener la información y conocimiento de lo que se pretende predecir, así como los patrones de comportamiento respaldados por una serie de diferentes herramien tas analíticas como son: algoritmos estadísticos, consultas y aprendizaje automático. el uso de ella se presenta cuando las organizaciones se encuentran en problemas difíciles de resolver, tales como:",predictive analytics,book3
detección de fraudes,"Mediante el uso de herramientas de big data es posible almacenar grandes volúmenes de datos que permiten la detección de manera fácil y en tiempo real de la realización de algo indebido, así también permite realizar cruce de información, así también es posible el uso de algoritmos avan zados como machine learning. uso en el marketing.",fraud detection,book3
progresión en las operaciones,Ciertas organizaciones lo utilizan para realizar un pronóstico en sus inventarios y gestión de recursos.,progress in operations,book3
probabilidades bajas de riesgo,"Comúnmente relacionado con la evaluación que se les realiza a los clientes en las organizaciones que tiene como objetivo realizar una valoración respecto a sus compras predeterminadas, un ejemplo es la evaluación de crédito en donde se ve relacionado la in corporación de todos los datos relevantes para así conocer que tan viable es la otorgación de crédito.   en conclusión, el análisis predictivo permite optimizar y admitir segmentación que es compleja para así automatizar los datos.",low risk probabilities,book3
analítica prescriptiva,"En esta etapa analítica se requiere primero haber aplicado la analítica descriptiva, como se mencionó antes se encarga de dar a conocer el estado actual en el que se encuentra la organización así después saltamos a la analítica predictiva para realizar una estimación de aquello que no se conoce, es decir de los sucesos a acontecer, a estos procesos se le integra como extensión la analítica prescriptiva, encargada de sugerir sobre toma de decisiones o acciones.  a través del análisis de los sistemas se ejecutan las técnicas de simulación y optimización para encargarse de realizar recomendaci ones tales como reducción de costos, mejora de los beneficios y detección de alternativas",prescriptive analytics,book3
nubes privadas,Acceso y gestión desde una determinada organización.,private clouds,book3
